Q_ID	Ref_ANS	Stud_ANS	Class
30	التوفير و السرية و التكامل للمعلومات	النتائج تكون في منع و تقليل من الإختراق  و حتى تنتج صعوبات و عراقيل للمخترقين	0
21	استغلال عيب في البرامج أو الأجهزة للحصول بشكل غير قانوني على كلمة المرور إنشاء مواقع انتحال الشخصية، تثبيت أجهزة أو برامج تسجيل ضغط المفاتيح، الإغراق بالرسائل، الفيروسات و الهندسة الاجتماعية .	كسر كلمات المرور و فكها، تجاوز كلمات المرور، تسجيل النقر على لوحة المفاتيح بواسطة برامج، سرقة البريد الالكتروني، سرقة المعلومات و تخزينها، الفيروسات كالفيروس الدود أحصنة طروادة برامج مجاوزة لمضادات الفيروسات	4
25	استخدام الانترنت في التجنيد والتدريب وتبادل المعلومات بين المنظمات الإرهابية المختلفة بإنشاء وتصميم مواقع لنشر الأفكار الإرهابية  و تعليم الطرق والوسائل التي تساعد على القيام بالعمليات الإرهابية، استهداف البنية التحتية للمعلومات للمؤسسات للتأثير على الرأي العام العالمي.	التجنيد و نشر الأفكار الإرهابية، نشر وسائل الإرهاب (مصنع المفجرات) كطرق صنع المجرات طرق الإختراق، الحصول على المعلومات التي تساعدهم على الوصول إلى أهدافهم، التواصل ما بين المنظمات الإرهابية.	5
41	نقص الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم و عدم إدراج مختلف أنواع الجرائم الالكترونية في التشريع القانوني لأنها جرائم جديدة.	احتياج المكافحون الى خبرة تقنية و فنية،  صعوبة اثبات الجرائم و شدة ذكاء المرتكبون	2
34	يثق الإنسان بالآخرين فيسهل خداعه عن طريق الهندسة الاجتماعية النفسية بحيث يمكن اختراق الأمن بسبل غير تقنية لا توجد تقنية تمنع خداع الإنسان، اختراق الإنسان أسهل من اختراق الأجهزة خاصة في ضوء قلة التوعية.	نقص التوعية و تكتم بعض الضحايا إنعدام الخبرة الفنية للتعامل مع هذا النوع.	1
29	الأمن والخصوصية، البديل لحمل الوثائق الثبوتية البديل لحفظ وتذكر الأرقام السرية، تأمين سرية العمليات المالية.	البديل لحمل وثائق الثبوتية كبطاقة التعريف بديل لتذكر كلمات السر.	2
28	 يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.	قدرة المخترق على التحكم في الجهاز فور تشغيل البرنامج الحصول على المعلومات الخاصة بالحاسب الالي وضع الملفات داخل الحاسب دون علم المستخدم .	4
28	 يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.	سرقة المعلومات للمستخدمين له ككلمة المرور و غير ذلك و قراءة ما تكتبه على لوحة المفاتيح .	2
43	الإحساس الخاطئ بالأمن أمر خطير لأنه يؤدي إلى إهمال التدابير الأمنية على الرغم من عدم وجود نظام أمني مثالي  فيما يساعد الشعور العام بانعدام الأمن على منع المخاطر الأمنية  وتعزيز سياسة الأمن	الإحساس الصحيح بعدم الأمن يكون الشخص واعيا بأنه يوجد أخطار و يمكنها أن تمسه أما الإحساس الخاطئ بالأمن فهو الجهل بوجود الخطر و هذا هو الخطر الرئيسي .	4
47	القرصنة هي جريمة اختراق وسرقة معلومات يقوم بها قراصنة القبعات السوداء دون اذن لاغراض تخريبية أما اختبار الاختراق فيتم فيه توظيف العديد من ذوي القبعات البيضاء لاختبار أنظمة أمان أجهزة الكمبيوتر في المؤسسات مما يسمح بتحديد عيوبها وثغراتها قصد تحسين دفاعاتها	القرصنة: و تكون عن طريق الكراكر هدفها الاختراق من اجل الافساد و التخريب للنظام الالكتروني و التحكم في الجهاز، اختبار الاختراق: و تكون عن طريق الهاكر هدفها مقيد من اجل تحسين و تطوير النظام الالكتروني و صيانته.	4
2	حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)	حماية المعلومات و الوقاية من الهجمات التي تهدف الى سرقة هذه المعلومات حيث يتم استعمال تحديد هوية المستخدم  اثبات هوية المستخدم تحديد صلاحياته و مسؤولياته وكذا عدم الانكار و الخصوصية من اجل حماية المعلومات	3
45	الاثنين عملهما تخريبي لتحقيق مكاسب شخصية بالنسبة لقراصنة القبعات السوداء و بدون  مكاسب بالنسبة لقراصنة القبعات الرمادية التي ترتكب جرائم غير أخلاقية  كاختراق نظام أمان بدون إذن أو الكشف العلني لعيوب الأمن في أنظمة المؤسسات وإن كانت بدون نية تخريبية مسبقة	عمل قراصنة القبعات السوداء يكون باستخدام قدراتهم على الاختراق لأجل مصالحهم الشخصية و للحصول على مقابل مادي بينما القبعات الرمادية يقومون بالاختراق ليس للحصول على فوائد مادية فقط بل لإصلاح و معرفة الثغرات	5
25	استخدام الانترنت في التجنيد والتدريب وتبادل المعلومات بين المنظمات الإرهابية المختلفة بإنشاء وتصميم مواقع لنشر الأفكار الإرهابية  و تعليم الطرق والوسائل التي تساعد على القيام بالعمليات الإرهابية، استهداف البنية التحتية للمعلومات للمؤسسات للتأثير على الرأي العام العالمي.	يتم توظيف شبكة الأنترنت في تعزيز جرائم الإرهاب الإلكتروني عن طريق إرسال تهديدات شتمات ترهيبات الكلام غير لائق صور غير لائقة إلى الضحية عبر مواقع التواصل الإجتماعي	3
44	"للاثنين القدرة على اختراق أنظمة التشغيل والبرامج والشبكات ولكن الكراكر(قرصان  ""القبعة السوداء"") عمله تخريبي ولا ينفع سوى نفسه أو من يدفع له أما الهاكر (قرصان ""القبعة البيضاء"") فعمله مفيد و ينفع الآخرين "	قراصنة القبعات البيضاء يخترقون الأنظمة بعلم مالكها و بغرض اكتشاف الثغرات لتصحيحها و تقوية أمن الجهاز بينما قراصنة القبعات السوداء يقومون باختراق الأجهزة دون إذن بهدف التخريب و سرقة المعلومات و إلحاق الضرر و يحصلون على فوائد مادية	4
8	المعاكسات، السب والقذف، التشهير، تخويف أو تهديد، نشر صور غير لائقة	السب والشتم، و التهديدات بالرسائل و نشر صوره الخاصة و التعدي عليها	3
10	ثقافة أمن المعلومات، التشريع القانوني، التربية وثقافة الوعي واستعمال وسائل الحماية الفنية، الإدارية والمادية 	وسائل فنية وسائل مادية: تجهيزات شبكة نظام المعلومات، توعية مسؤولية النظام.	2
21	استغلال عيب في البرامج أو الأجهزة للحصول بشكل غير قانوني على كلمة المرور إنشاء مواقع انتحال الشخصية، تثبيت أجهزة أو برامج تسجيل ضغط المفاتيح، الإغراق بالرسائل، الفيروسات و الهندسة الاجتماعية .	استغلال وجود اختلال أو عيب  في الأجهزة، الاغراق بالرسائل  استخدام برنامج ضغط مفاتيح	4
25	استخدام الانترنت في التجنيد والتدريب وتبادل المعلومات بين المنظمات الإرهابية المختلفة بإنشاء وتصميم مواقع لنشر الأفكار الإرهابية  و تعليم الطرق والوسائل التي تساعد على القيام بالعمليات الإرهابية، استهداف البنية التحتية للمعلومات للمؤسسات للتأثير على الرأي العام العالمي.	من الجرائم التي تقع على الإنترنت تتمثل في سهولة تواصل الجماعات الإرهابية مع الأشخاص لنشر أفكارها و مبادئها ومعتقداتها بحرية تامة دون الخوف من أي رقابة أو عقوبات	3
1	هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها	هي سلوك غير قانوني يتم بإستعمال الأجهزة الإلكترونية و الأجهزة الحديثة تعود بالفائدة على من يقوم بها و تسبب أضرارا لأطراف أخرى و أكثرها التي تتعلق بالاختراق و القرصنة التي تؤدي إلى تخريب البيانات .	3
5	هو العلم الذي يستخدم التحليل الإحصائي لصفات الإنسان الحيوية وذلك للتأكد من هويته الشخصية باستخدام صفاته الفريدة وهي صفات سلوكية وصفات فيزيائية	وهو استعمال اليات لفحص الهوية وهذه الاليات تقوم بفحص اعضاء من جسم الانسان او تفحص امور خاصة كالصوت	3
3	هي ممارسة تستخدم أساليب التلاعب النفسي (العقلي) لإيذاء و خداع الآخرين والحصول على معلومات سرية يتم من خلالها اختراق الأمن بسبل غير تقنية عن طريق الهاتف أو البريد الالكتروني أو صفحات الانترنت أو وجها لوجه	هي طريقة التعامل بالنفس المتمثل في إختراق العقل للحصول على معلومات شخصية من شخص آخر. و هي من احد	1
8	المعاكسات، السب والقذف، التشهير، تخويف أو تهديد، نشر صور غير لائقة	التشهير، نشر صور غير لائقة، السب و الشتم، التخويف  و تهديد الآخرين	5
31	تقارير إلى المنظمة بكيفية اختراق النظام مما يسمح للمنظمة بتحسين دفاعاتها ورفع مستوى الأمن ثغرات أمنية تسمح للمطور بتصحيح منتجه وتحسين أمانه قبل اختراقه .	يقوم الهاكر باختيار النظام عن طريق اختراقه لابلاغ المصمم عن الفجوات و الثغرات الأمنية الموجودة و محاولة اصلاحها .	4
2	حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)	هو تأمين وحماية كافة الموارد المستخدمة في معالجة المعلومة في كل مراحل معالجتها (التخزين والنقل و المعالجة)	5
14	استخدام أساليب التلاعب النفسي عن طريق - الهاتف - صفحات الانترنت-   البريد الالكتروني وجها لوجه.	التلاعب النفسي و العقلي وجها لوجه، التلاعب النفسي عن طريق المواقع المشبوهة وضع الثقة بالآخرين، ارسال رسائل اغواء مشبوهة	4
41	نقص الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم و عدم إدراج مختلف أنواع الجرائم الالكترونية في التشريع القانوني لأنها جرائم جديدة.	يقوم به أشخاص غير عاديين ( ذوي قدرات عالية ) لا يترك أثر ـ في بعض الأحيان الضحية ولا تعلم أنها ضحية.	1
31	تقارير إلى المنظمة بكيفية اختراق النظام مما يسمح للمنظمة بتحسين دفاعاتها ورفع مستوى الأمن ثغرات أمنية تسمح للمطور بتصحيح منتجه وتحسين أمانه قبل اختراقه .	كشف الثغرات في النظام و إذا لم يتم تداركها يمكن أن يستغلها الكراكر .	3
39	لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .    	عدم وجود أدلة ملموسة، صعوبة تتبع مصادر الجريمة، نقص الوعي لدى مستخدمي الشبكات، التطور السريع للإلكترونيات	3
22	النسخ  غير القانوني  للبرامج، توزيع المواد ذات حقوق النشر بطريقة غير قانونية بما في ذلك الصور في الصيغة الإلكترونية والمطبوعة، والمواد المرئية والسمعية والمخزنة على شرائط أو أقراص مرنة، أو أقراص مدمجة أو على الحاسب.	نسخ غير قانونية للبرامج، توزيعها بدون إذن من أصحابها	4
36	 إن تطوير البرامج الضخمة ينتج عنه ثغرات أمنية أكثر وصعوبات في التحكم فيها خاصة مع تزايد عدد المخترقين وسرعة الهجمات )كلما كبر البرنامج كلما كبرت الثغرات الأمنية(	ينتج عن تطوير البرامج الضخمة ظهور الكثير من الفجوات في النظام و التي يصعب إخفاءها مع التطوير المستمر، التحديث المستمر للبرنامج.	2
30	التوفير و السرية و التكامل للمعلومات	التقليل و إزاحة بعض الجرائم الإلكترونية، تطور السياني تكنولوجيا في بيئة آمنة، ظهور نشأة تكنولوجية مثل تجارة و حكومة.	1
14	استخدام أساليب التلاعب النفسي عن طريق - الهاتف - صفحات الانترنت-   البريد الالكتروني وجها لوجه.	عن طريق الابهام و يتم غالبا بالايميلات، يتم ايضا باستعمال الدراسات العلمية في علم النفس، تتم اغلبها بدون تقنيات متطورة	1
5	هو العلم الذي يستخدم التحليل الإحصائي لصفات الإنسان الحيوية وذلك للتأكد من هويته الشخصية باستخدام صفاته الفريدة وهي صفات سلوكية وصفات فيزيائية	هو معيار لقياس	0
39	لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .    	لانها جرائم قام بها اشخاص أذكياء و لا تترك اثر لمرتكبها كما انه يصعب معرفة ان الجريمة حدثت الا بعد مرور وقت طويل	3
13	ذكاء و قدرة عاليتين على كتابة وتصميم البرامج، وفهم عميق لكيفية عمل الحاسب الآلي والقدرة على اختراق أنظمة الأمان وتكسيرها	الفهم العميق لكيفية عمل الحاسب الالي، قدرة و موهبة عاليتين على تصميم البرامج كتابتها، قمة الذكاء والقدرة على التضليل والخداع.	4
2	حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)	تعريف أكاديمي هو النظريات و الطرق التي يجب تطبيقها لحماية نظام المعلومات، تعريف تقني هو الوسائل و السياسات المطبقة من اجل حماية نظام المعلومات، تعريف قانوني هي النصوص التشريعية التي من شانها حماية الاشخاص و المؤسسات من القرصنة	4
25	استخدام الانترنت في التجنيد والتدريب وتبادل المعلومات بين المنظمات الإرهابية المختلفة بإنشاء وتصميم مواقع لنشر الأفكار الإرهابية  و تعليم الطرق والوسائل التي تساعد على القيام بالعمليات الإرهابية، استهداف البنية التحتية للمعلومات للمؤسسات للتأثير على الرأي العام العالمي.	بإغراق في رسائل الإلكترونية لتهديد بتعدي الإلكتروني كنشر صور الغير لائقة بمقابل أعمال أو معلومات بواسطة الأنترنت : كل جهاز متصل بالشبكة يستطيع التعرض لهجوم برامج مضرة.	1
27	تطوير الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم، توسيع وإدراج مختلف أنواع الجرائم الالكترونية تحت طائلة التشريع القانوني.	يجب إجراء الأمن المعلوماتي ووضع مختصين يقومون بالإشراف على القضايا الجنائية الإلكترونية	1
10	ثقافة أمن المعلومات، التشريع القانوني، التربية وثقافة الوعي واستعمال وسائل الحماية الفنية، الإدارية والمادية 	نشر الوعي في المجتمع حول الجريمة الإلكترونية القيام بتأمين المعلومات  عدم الثقة العمياء بالاخرين  إصدار عقوبات صارمة لمرتكبي الجريمة الالكترونية.	5
35	تزايد عدد المخترقين ويقابلها زيادة عدد الثغرات الأمنية للأجهزة والبرامج يوفر فرصاً للإجرام الإلكتروني بالإضافة إلى تطور برامج الاختراق وسهولة استعمالها	تكنولوجية نظام المعلومات و أنظمة التشغيل وظهور عدة وسائل تساعد على الإختراق و هذا يرجع لتوسع الأنترنت عبر العالم	2
4	 إضفاء صفة المشروعية على الأموال القذرة المتأتية غالبا من التجارة غير المشروعة في المخدرات أو غيرها   بتوظيفها في نشاطات وهمية على الانترنت	هواعطاء مشروعية قانونية لأموال تم الحصول عليها بطريقة غير شرعية و غير قانونية مثل تجارة المخدرات و هذا باللجوء عادة الى المصارف.	3
38	 نظرا لتكتم الضحايا على الجرائم تفاديا للإعلان والتشهير لما فيه من إساءة للعائلات أو لسمعة المؤسسات بالإضافة إلى أن الكثير من الجرائم لا تترك أثرا	تكتم الضحايا و استعمالها لاجهزة وهمية مما لا يترك اثرا حتى بعد وقوع الجريمة	3
29	الأمن والخصوصية، البديل لحمل الوثائق الثبوتية البديل لحفظ وتذكر الأرقام السرية، تأمين سرية العمليات المالية.	الخصوصية و الثبوتية، المسؤولية و تحديد الأدوار، تحديد كل ما هو مسموح و كل ما هو ممنوع، البديل لحمل الوثائق الثبوتية، الحماية و امن النظام المعلوماتي.	5
5	هو العلم الذي يستخدم التحليل الإحصائي لصفات الإنسان الحيوية وذلك للتأكد من هويته الشخصية باستخدام صفاته الفريدة وهي صفات سلوكية وصفات فيزيائية	هو تقنيات التعرف على شخص من خلال صفاته الفردية كالبصمة وقزحية العين	4
29	الأمن والخصوصية، البديل لحمل الوثائق الثبوتية البديل لحفظ وتذكر الأرقام السرية، تأمين سرية العمليات المالية.	الخصوصية و الحد من الاختراقات	2
9	جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها	نوع الجريمة :أحصنة طروادة، التصنيف بالنسبة للتصنيف العام : هندسة اجتماعية نفسية بواسطة الأنترنت.	1
46	الدود و الفيروسات برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى تستغل الدودة فجوات في نظام التشغيل للقيام بهجوم مباشر        	الفيروسات هي برنامج يتثبت على برامج أخرى بحيث فور تحميل البرنامج يتم إطلاق الفيروس أما الدود فهي برامج تبحث عن الثغرات الأمنية في النظام بهدف القيام بهجوم مباشر .	4
4	 إضفاء صفة المشروعية على الأموال القذرة المتأتية غالبا من التجارة غير المشروعة في المخدرات أو غيرها   بتوظيفها في نشاطات وهمية على الانترنت	لحصول على أموال غير شرعية واستعمالها لغرض شرعي أو إيداعها على حسابات مالية عن طريق الانترنت.	3
22	النسخ  غير القانوني  للبرامج، توزيع المواد ذات حقوق النشر بطريقة غير قانونية بما في ذلك الصور في الصيغة الإلكترونية والمطبوعة، والمواد المرئية والسمعية والمخزنة على شرائط أو أقراص مرنة، أو أقراص مدمجة أو على الحاسب.	نسخ البرمجيات الذي يعتبر سلوك غير قانوني وأيضا توزيع المواد التي تحتوي على حقوق النشر	3
24	يتم اختراق و تنزيل الأسرار الصناعية من كمبيوتر في إحدى الشركات وإرسالها بالبريد الإلكتروني مباشرة إلى منافستها، و قد تتم سرقة اختراع جديد في تكنولوجيا الكمبيوتر وبيعه بمبلغ كبير من المال بالإضافة إلى فساد وتواطؤ الموظفين	تنزيل الاسرار الصناعية من اجهزة الشركات و ارسالها الى الشركات المنافسة لها او سرقة برامج و بيعها و كسب الملايين من الدولارات	4
5	هو العلم الذي يستخدم التحليل الإحصائي لصفات الإنسان الحيوية وذلك للتأكد من هويته الشخصية باستخدام صفاته الفريدة وهي صفات سلوكية وصفات فيزيائية	هو علم يقوم) بدراسة(بالدراسة الاحصائية لصفات الانسان لتحديد هويته الشخصية باستخدام الصفات الفريدة له	4
48	 الفيروس و برنامج الإنزال برامج ماكرة هدفها تخريبي تختلف في طريقة العمل أو الهجوم فبينما يكرر الفيروس نفسه باقترانه ببرامج أخرى يقوم برنامج الإنزال بمراوغة برامج مكافحة الفيروسات بنقل وتركيب الفيروسات المحمولة في طياته	الفيروس هو برنامج خبيث للقيام بأمر معين يستطيع برنامج الحماية القضاء عليه لكن برامج الإنزال هو برنامج يستعمل خاصية التشفير لتجاوز نظام الحماية و ثم يقوم هذا البرنامج بتركيب أو نقل الفيروسات	3
25	استخدام الانترنت في التجنيد والتدريب وتبادل المعلومات بين المنظمات الإرهابية المختلفة بإنشاء وتصميم مواقع لنشر الأفكار الإرهابية  و تعليم الطرق والوسائل التي تساعد على القيام بالعمليات الإرهابية، استهداف البنية التحتية للمعلومات للمؤسسات للتأثير على الرأي العام العالمي.	انشاء بنية تحتية تشجع المراهقين، انشاء مواقع لنشر و الدعوة الى الاقناع بمبادئها، نشر الافكار	2
10	ثقافة أمن المعلومات، التشريع القانوني، التربية وثقافة الوعي واستعمال وسائل الحماية الفنية، الإدارية والمادية 	نشر ثقافة الوعي الالكتروني، تنفيذ و تطبيق التشريعات و القوانين.	3
47	القرصنة هي جريمة اختراق وسرقة معلومات يقوم بها قراصنة القبعات السوداء دون اذن لاغراض تخريبية أما اختبار الاختراق فيتم فيه توظيف العديد من ذوي القبعات البيضاء لاختبار أنظمة أمان أجهزة الكمبيوتر في المؤسسات مما يسمح بتحديد عيوبها وثغراتها قصد تحسين دفاعاتها	الفرق بين نياتهم القراصنة يخترقون لتحقيق أهداف الحرية و اختبار الاختراق مصمم لإيجاد نقاط ضعف الأنظمة و تحسينها	3
39	لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .    	هي جرائم لا تترك اثرا، يصعب على الجهات المعنية التقليدية تتبعها، تتطلب تدقيق واسع لملاحظتها، معظم الجرائم تكتشف بعد وقت طويل	4
29	الأمن والخصوصية، البديل لحمل الوثائق الثبوتية البديل لحفظ وتذكر الأرقام السرية، تأمين سرية العمليات المالية.	السماح فقط للأشخاص المسموح لهم بالدخول، المزيد من الامن، لا وجود لرقم سري	3
9	جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها	هي جريمة الهندسة النفسية و تصنف مع جرائم النصب و الاحتيال	3
6	هي عنف منظم تقوم به جماعات ترتكب أفعالا تخترق بها القانون للحصول على مكاسب مالية، بطرق وأساليب غير مشروعة تنفذ بعد تدبير وتنظيم	هي ممارسة العنف للحصول المجرم على الأموال	0
12	 تقاس بقوة أضعف حلقة فيها وهي الإنسان (العنصر البشري) .	تقاس بأضعف حلقة فيه	3
17	البريد الإلكتروني و البرامج التي يتم تحميلها من الانترنت خاصة من المواقع المشبوهة	عند تحميل البرنامج يحمل الفيروس تلقائيا و بمجرد تشغيل البرنامج ينشط الفيروس و يعيد انتاج نفسه للاقتران ببرنامج اخر حتى يصبح الجهاز كله فيروسات ومن نتاجه مسح ذاكرة الحاسوب إتلاف المعلومات	2
26	 جرائم السطو على أرقام البطاقات الائتمانية تزوير البيانات الجرائم المنظمة تجارة المخدرات، غسيل الأموال.  	أخذ بيانات بطاقات الإئتمان استغلال أموال البنك في شراء و تبرع و دعم بالتحكم في نظام أمنهم .	1
14	استخدام أساليب التلاعب النفسي عن طريق - الهاتف - صفحات الانترنت-   البريد الالكتروني وجها لوجه.	في الهندسة الاجتماعية النفسية يستخدم المجرم اساليب في التلاعب بالبشر الغير واعي حيث ان خداع البشر اسهل من خداع الحاسب	1
35	تزايد عدد المخترقين ويقابلها زيادة عدد الثغرات الأمنية للأجهزة والبرامج يوفر فرصاً للإجرام الإلكتروني بالإضافة إلى تطور برامج الاختراق وسهولة استعمالها	تطور البرامج يخلق الثغرات فيها، سرعة الهجمات، ضعف العائد المالي، تكتم الضحايا، القوانين التشريعية	3
41	نقص الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم و عدم إدراج مختلف أنواع الجرائم الالكترونية في التشريع القانوني لأنها جرائم جديدة.	لان التشريع القانوني العادي لا ينظر ولا يدقق في عمليات الجريمة الالكترونية ولا يعرف مدى خطورتها	1
38	 نظرا لتكتم الضحايا على الجرائم تفاديا للإعلان والتشهير لما فيه من إساءة للعائلات أو لسمعة المؤسسات بالإضافة إلى أن الكثير من الجرائم لا تترك أثرا	لأن الجريمة الإلكترونية لا يمكن تتبعها تعتمد على التضليل و الخداع و تعتمد على الذكاء و تحتاج خبرة فنية و لا تترك أثر	1
28	 يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز.	تشغيل البرنامج الذي هو فيه الى تنزيل وتثبيت البرامج الغير مرغوب فيها الموجودة داخله في الجهاز المستعمل بهذا يمكن التحكم بالجهاز عن بعد و تعطيله و إنزال برامج اخرى منه و اليه .	3
24	يتم اختراق و تنزيل الأسرار الصناعية من كمبيوتر في إحدى الشركات وإرسالها بالبريد الإلكتروني مباشرة إلى منافستها، و قد تتم سرقة اختراع جديد في تكنولوجيا الكمبيوتر وبيعه بمبلغ كبير من المال بالإضافة إلى فساد وتواطؤ الموظفين	يقوم المتجسس برصد الشركة و اكتشاف صناعتها الخاصة بها عبر التواطئ مع الموظفين الفاسدين عادة و تسريب هذه المعلومات مما يعود على الشركة بخسارة فادحة (تستعمل هذه الطريقة عادك بين الشركات الكبرى بتوظيف غير قانوني للمتجسسين)	4
6	هي عنف منظم تقوم به جماعات ترتكب أفعالا تخترق بها القانون للحصول على مكاسب مالية، بطرق وأساليب غير مشروعة تنفذ بعد تدبير وتنظيم	هي عبارة عن تنظيمات إجرامية تستعمل الإنترنت للتواصل و التخطيط للجرائم	2
3	هي ممارسة تستخدم أساليب التلاعب النفسي (العقلي) لإيذاء و خداع الآخرين والحصول على معلومات سرية يتم من خلالها اختراق الأمن بسبل غير تقنية عن طريق الهاتف أو البريد الالكتروني أو صفحات الانترنت أو وجها لوجه	هي ممارسة تستخدم أساليب التلاعب النفسي من اجل الحصول على معلومات سرية مثل ما حدث في موقع يتم عن طريق الهاتف.	4
31	تقارير إلى المنظمة بكيفية اختراق النظام مما يسمح للمنظمة بتحسين دفاعاتها ورفع مستوى الأمن ثغرات أمنية تسمح للمطور بتصحيح منتجه وتحسين أمانه قبل اختراقه .	معرفة نقاط ضعف النظام لتحسينها .	3
4	 إضفاء صفة المشروعية على الأموال القذرة المتأتية غالبا من التجارة غير المشروعة في المخدرات أو غيرها   بتوظيفها في نشاطات وهمية على الانترنت	إمتلاك أموال غير قانونية و إدخالها في نظام أو مؤسسة لإرجاعه أموال قانونية .	3
15	 تغيير أو سرقة أو  إزالة المعلومات التي يطالها المخترق، تخريب وتعطيل الأجهزة، تغيير وجه المواقع تبطئة حركة التصفح وانقطاعها على فترات.	]   سرقة المعلومات إتلافها أو تغييرها إتلاف و تخريب الأجهزة تغيير الموقع	4
22	النسخ  غير القانوني  للبرامج، توزيع المواد ذات حقوق النشر بطريقة غير قانونية بما في ذلك الصور في الصيغة الإلكترونية والمطبوعة، والمواد المرئية والسمعية والمخزنة على شرائط أو أقراص مرنة، أو أقراص مدمجة أو على الحاسب.	تتمثل في البرامج الغير قانوني و توزيع المواد ذات حقوق النشر.	3
14	استخدام أساليب التلاعب النفسي عن طريق - الهاتف - صفحات الانترنت-   البريد الالكتروني وجها لوجه.	استعمال أساليب غير قانونية  للتلاعب بالضحية كمثال استعمال صوت طفل يبكي من أجل التأثير على الضحية و ايهامه بأن المخترق في حالة مستعجلة او حرجة	1
22	النسخ  غير القانوني  للبرامج، توزيع المواد ذات حقوق النشر بطريقة غير قانونية بما في ذلك الصور في الصيغة الإلكترونية والمطبوعة، والمواد المرئية والسمعية والمخزنة على شرائط أو أقراص مرنة، أو أقراص مدمجة أو على الحاسب.	تتمثل في : نشر البرامج غير قانونية، توزيع البرامج ذات حقوق النشر بطريقة غير قانونية.	4
25	استخدام الانترنت في التجنيد والتدريب وتبادل المعلومات بين المنظمات الإرهابية المختلفة بإنشاء وتصميم مواقع لنشر الأفكار الإرهابية  و تعليم الطرق والوسائل التي تساعد على القيام بالعمليات الإرهابية، استهداف البنية التحتية للمعلومات للمؤسسات للتأثير على الرأي العام العالمي.	إن الارهاب الالكتروني يتخذ من الأنترنت مقرا له بحيث يتم فيه نشر معتقداتهم و أفكارهم و أعمالهم و لفت انظار من يريدون الانظمام اليهم  و ينشرون حتى طرق الاجرام	4
